internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
22727750,Oxyura jamaicensis,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Oxyura,jamaicensis,,,,,"(Gmelin, 1789)","<p><span><em>Oxyura jamaicensis</em> and <em>O.&#160;ferruginea</em> (incorporating <em>andina</em>) (del Hoyo and Collar 2014) were previously lumped as&#160;<em>O. jamaicensis</em>&#160;following SACC (2005), and before then were split as <em>O. jamaicensis</em> (incorporating <em>andina</em>) and <em>O.&#160;ferruginea</em> following Sibley and Monroe (1990, 1993).</p>"
22733483,Platycercus elegans,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Platycercus,elegans,,,,,"(Gmelin, 1788)",
45020636,Struthio camelus,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,STRUTHIONIDAE,Struthio,camelus,,,,,"Linnaeus, 1758","<em>Struthio camelus</em> and <em>S. molybdophanes</em> (del Hoyo and Collar 2014) were previously lumped as <em>S. camelus</em> following Sibley and Monroe (1990, 1993)."
45427277,Myiopsitta monachus,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Myiopsitta,monachus,,,,,"(Boddaert, 1783)","<em>Myiopsitta monachus</em> and <em>M. luchsi</em> (del Hoyo and Collar 2014) were previously lumped as <em>M. monachus</em> following Sibley and Monroe (1990, 1993)."
103817982,Taeniopygia guttata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ESTRILDIDAE,Taeniopygia,guttata,,,,,"(Vieillot, 1817)","<p><em>Taeniopygia guttata </em>and<em> T. castanotis</em> (del Hoyo and Collar 2016) were previously lumped as<em> T. guttata </em>following Christidis &amp; Boles (2008); Sibley &amp; Monroe (1990, 1993).</p>"
22690515,Streptopelia roseogrisea,ANIMALIA,CHORDATA,COLUMBIFORMES,AVES,COLUMBIDAE,Streptopelia,roseogrisea,,,,,"(Sundevall, 1857)",
103878755,Gracula religiosa,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,STURNIDAE,Gracula,religiosa,,,,,"Linnaeus, 1758","<p><em>Gracula religiosa, G. venerata, G. robusta </em>and<em> G. indica</em> (del Hoyo and Collar 2016) were previously lumped as <em>G. religiosa</em> following AOU (1998 &amp; supplements) and Sibley &amp; Monroe (1990, 1993).</p>"
9194,Giraffa camelopardalis,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,GIRAFFIDAE,Giraffa,camelopardalis,,,,,"(Linnaeus, 1758)","<strong>Global Notes:</strong><br/>The IUCN SSC Giraffe and Okapi Specialist Group (GOSG) currently recognizes a single species,&#160;<em>Giraffa camelopardalis</em>. Nine subspecies of Giraffes are currently recognized (Dagg 2014), although some authorities dispute this taxonomic classification (e.g., Groves and Grubb 2011). Several subpopulations of Giraffe, resident in northern Botswana, northwest Zimbabwe, northeastern Namibia and southwestern Zambia, are potentially either&#160;<em>G. c. angolensis</em>, or&#160;<em>G. c. giraffa</em>&#160;but the continued accumulation of information indicates that a future reassessment might be in order. Until an extensive reassessment of the taxonomic status of giraffes is completed, therefore, it is premature to alter the taxonomic&#160;<em>status quo</em>. This assessment is based upon an interim consensus that a single species of giraffes is resident on the African continent.<br/><br/><br/><strong>Taxonomic Notes for South African Regional Assessment:<br/></strong>Currently, nine subspecies classifications have been proposed for Giraffe (Ansell 1972; Dagg &amp; Foster 1982; Kingdon 1997; East 1999; Grubb 2005; Ciofolo &amp; Pendu 2013). There is considerable uncertainty surrounding the geographic and taxonomic limits of all described subspecies (Fennessy et al. 2013). Furthermore, recent genetic work suggests that several subspecies may even represent distinct species (Brown et al. 2007). Globally, only the forms <em>G</em>. <em>c</em>. <em>peralta</em> from West Africa, which recent genetic evidence has confirmed is indeed distinct (Hassanin et al. 2007), and <em>G</em>. <em>c</em>. <em>rothschildi</em> have been assessed at the subspecies level. Giraffe taxonomy of the various populations in Africa has largely been reliant on the variation of pelage pattern and geographic range. However, this has long been inconclusive. Even advances in molecular methods have left many aspects uncertain, often because of limited sampling (Fennessy et al. 2013). A good knowledge of Giraffe genetics, however, is critical for their long-term sustainable management with an estimated population of less than 80,000 remaining in the wild. In particular, the taxonomic assignment and phylogeography of two populations in southern Africa, the South African Giraffe (<em>G</em>. <em>c</em>. <em>giraffa</em>) and the Namibian Giraffe (<em>G</em>. <em>c</em>. <em>angolensis</em>), remains uncertain. To resolve this and estimate the divergence times among Giraffe populations, an increase in sampling effort across this region as well as more broadly across Africa is very important (Bock et al. 2014). The South African, or Cape, Giraffe was formerly classified as <em>G</em>. <em>c</em>. <em>capensis</em>. In this assessment, we treat <em>G</em>. <em>c</em>. <em>giraffa</em> as a subspecies in southern Africa (Seymour 2001; Brown et al. 2007; Dagg 2014)."
22710886,Sturnus vulgaris,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,STURNIDAE,Sturnus,vulgaris,,,,,"Linnaeus, 1758",
55997823,Cervus canadensis,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,CERVIDAE,Cervus,canadensis,,,,,"Erxleben, 1777","Although Grubb (in Wilson and Reeder 2005) included <em>canadensis </em>in <em>C. elaphus</em> sharing this conclusion with most taxonomists of 20th century, all original scientific papers published since 1995 have concluded that <em>C. elaphus</em> and <em>C. canadensis</em> are two valid species regardless of whether this conclusion was based on comparison of molecular (Kuwuyama and Ozawa 1999, Randi <em>et al.</em> 2001, Ludt <em>et al.</em> 2004, Pitra <em>et al.</em> 2004, Zhang and Zhang 2012, Liu <em>et al.</em> 2013, Lorenzini and Garofalo 2015), or ethological data (Cap <em>et al.</em> 2008, Frey and Riede 2013). Based on morphological data this was suggested earlier by several authors, e.g. Lydekker (1898), Flerov (1952) and Geist (1998) and both recent reviews on cervid taxonomy are in line with this opinion (Groves and Grubb 2011, Mattioli 2011). <br/><br/>A recent analysis (Lorenzini and Garofolo 2015) of the <em>Cervus </em>group has provided the first indications of another, third, species (aside from <em>Cervus nippon</em>). Mitochondrial complete cytochrome b and control region sequences were analysed under a Bayesian coalescent framework to derive phylogeny, with particular attention on populations from Central Asia. The resultant phylogenetic reconstruction confirmed that red deer is differentiated into two robust monophyletic clades corresponding to the western and eastern part of the range. At the species level, molecular data suggested a fourth species should be recognised, the Tarim Red Deer from Central Asia, including the populations from the Yarkand-Tarim and Bukhara regions and Indian Kashmir, which were formerly considered as subspecies of <em>C. elaphus </em>(<em>C. e. yarkandensis</em>, <em>C.e. bactrianus</em> and <em>C.e. hanglu</em>, respectively). The authors suggest this taxon should be recognised as the Tarim Red Deer (<em>Cervus hanglu</em>, Wagner 1844), as the name with priority over<em> C. yarkandensis</em> or<em> C. bactrianus</em>. Further investigations need to be conducted from additional molecular sources and nuclear coding genes as well as verification of morphology from museum specimens, before the elevation of this taxon to species level can be confirmed (Lorenzini and Garofalo 2015). We provisionally follow this taxonomy here for the purpose of the IUCN Red List assessment in 2016. However, it should be noted that future clarification on genetic relatedness, especially studies with nuclear markers and a more formal morphological description, may lead to further revisions to the taxonomy of the provisional species,<em> C. hanglu</em>, as more information becomes available.<br/><br/><em>C.c. macneilli</em> and wallichii are included here as subspecies of <em>C. canadensis</em>, both are sometimes placed in the “primitive group” of elaphines (with <em>hanglu</em>) based on morphological characters (Geist 1998, Groves 2003, Wilson and Mittermeier 2011), although genetic data place these taxa with the <em>C. canadensis</em> group (Ludt <em>et al.</em> 2004, Lorenzini and Garofalo 2015). <br/><br/>The North American population of the Wapiti has been split into a number of subspecies by various authors, including <em>manitobensis</em>, <em>nelsoni</em>, <em>roosevelti</em>, <em>nannodes</em>, <em>canadensis </em>and <em>merriam </em>(e.g. Meredith <em>et al.</em> 2007, Speller <em>et al.</em> 2014). Polziehn <em>et al.</em> (1998) conducted a phylogenetic study of North American Wapiti and concluded that there is a slight difference between North American Wapiti populations, most likely due to the limited numbers of founders of these populations, but that Roosevelt Elk (<em>Cervus</em> <em>canadensis roosevelti</em>) and Tule Elk (<em>C. c. nannodes</em>) are monophyletic which supports their subspecific status. Polziehn <em>et al.</em> (2000) questioned the subspecific status of <em>C. c. manitobensis</em> and <em>C. c. nelsoni </em>following analysis of 11 populations of North American Elk for genetic diversity. <br/><br/>Here we recognise the subspecies and their distributions as follows: <br/><br/><em>C. c. canadensis</em> – N America<br/><em>C. c. alashanicus</em> – N China<br/><em>C. c. nannodes</em> - California<br/><em>C. c. roosevelti </em>- Vancouver Island, Washington state and Oregon <br/><em>C. c. sibiricus</em> – NE Kazakhstan and N Xinjiang to S Siberia and N Mongolia<br/><em>C. c. xanthopygus</em> – SE Siberia, Russian Far East, Ussuriland, Manchuria<br/><em>C. c. macneilli</em> – Lydekker 1909 (Central and SW China (N Qinghai, Gansu, Shaanxi, W Sichuan and E Xizang)<br/><em>C. c. wallichii</em> - G. Cuvier 1823 (SW China (SE Xizang), Bhutan)"
55997072,Cervus elaphus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,CERVIDAE,Cervus,elaphus,,,,,"Linnaeus, 1758","Although Grubb (in Wilson and Reeder 2005) included canadensis in <em>C. elaphus </em>sharing this conclusion with most taxonomists of 20th century, all original scientific papers published since 1995 have concluded that <em>C. elaphus</em> and <em>C. canadensis</em> are two valid species regardless of whether this conclusion was based on comparison of molecular (Kuwuyama and Ozawa 1999, Randi <em>et al.</em> 2001, Ludt <em>et al.</em> 2004, Pitra <em>et al.</em> 2004, Zhang and Zhang 2012, Liu <em>et al.</em> 2013, Lorenzini and Garofolo 2015), or ethological data (Cap <em>et al.</em> 2008, Frey and Riede 2013). Based on morphological data this was suggested earlier by several authors, e.g. Lydekker (1898), Flerov (1952) and Geist (1998) and both recent reviews on cervid taxonomy are in line with this opinion (Groves and Grubb 2011, Mattioli 2011). <br/><br/>A recent analysis of the <em>Cervus </em>group (Lorenzini and Garofolo 2015) has provided the first indications of another, third, species (aside from <em>Cervus nippon</em>). Mitochondrial complete cytochrome b and control region sequences were analysed under a Bayesian coalescent framework to derive phylogeny, with particular attention on populations from Central Asia. The resultant phylogenetic reconstruction confirmed that red deer is differentiated into two robust monophyletic clades corresponding to the western and eastern part of the range. At the species level, molecular data suggested a fourth species should be recognised, the Tarim Red Deer from Central Asia, including the populations from the Yarkand-Tarim and Bukhara regions and Indian Kashmir, which were formerly considered as subspecies of<em> C. elaphus</em> (<em>C. e. yarkandensis</em>, <em>C.e. bactrianus</em> and <em>C. e. hanglu</em>, respectively). The authors suggest this taxon should be recognised as the Tarim Red Deer (<em>Cervus hanglu</em>, Wagner 1844), as the name with priority over <em>C. yarkandensis </em>or <em>C. bactrianus</em>. Further investigations need to be conducted from additional molecular sources and nuclear coding genes as well as verification of morphology from museum specimens, before the elevation of this taxon to species level can be confirmed (Lorenzini and Garofalo 2015). We provisionally follow this taxonomy here for the purpose of the IUCN Red List assessment in 2016. However, it should be noted that future clarification on genetic relatedness, especially studies with nuclear markers and a more formal morphological description, may lead to further revisions to the taxonomy of the provisional species, <em>C. hanglu</em>, as more information becomes available.<br/><br/>Several subspecies of Western Red Deer have been recognized with their ranges as follows:<br/><em>C. e. elaphus</em>: Ireland, Great Britain,&#160;&#160; continental Europe <br/><em>C. e. barbarus</em>: Atlas Mountains (Algeria, Tunisia)<br/><em>C. e. corsicanus</em>: Corsica (extinct, reintroduced in 1985), Sardinia<br/><em>C. e. maral</em>: Anatolia,<br/><em>C. e. italicus</em>: Italy (Ferrara)<br/><em>C. e. brauneri</em> Crimea (Russia)<br/><em>C. e. montanus</em> (syn. <em>Carpathicus</em>) Carpathian mountains<br/><br/><em>C. e. italicus</em> (Mesola Red Deer) has been recently described as a new subspecies, based on morphological and genetic characteristics, from the Bosco Della Mesola Nature Reserve, which is thought to be the only autochthonous population of Red Deer in the Italian Peninsula (Zachos <em>et al.</em> 2014). This conclusion is supported by Lorenzini and Garofalo (2015). However, recent analyses call into question the veracity of the morphology-based subspecific taxonomy of <em>C. elaphus</em> more generally. Rather, three genetic lineages were clearly differentiated corresponding approximately with geographical factors. One lineage was distributed in central-western Europe (and also Ukraine), one from eastern Europe to the Middle East, and a third which corresponded to <em>C. e. barbarus</em> and <em>C. e. corsicanus</em> from North Africa and Sardinia, the latter two nomials are considered synonyms and were recommended considered as a subspecies (Lorenzini and Garofalo 2015). This work suggests that revision of the subspecific taxonomy of <em>C. elaphus</em> could be beneficial."
811,Alcelaphus buselaphus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Alcelaphus,buselaphus,,,,,"(Pallas, 1766)","Following Gosling and Capellini (2013), and in contrast to Grubb (2005), this species is here considered to include both Red Hartebeest <em>A</em>. <em>caama </em>and Lichtenstein's Hartebeest <em>A</em>. <em>lichtensteinii</em>. A total of eight subspecies are recognized, of which Red Hartebeest occurs in the assessment region and possibly (see discussion below) Lichtenstein's Hartebeest. The eighth and nominate subspecies, the Bubal Hartebeest <em>A</em>. <em>b</em>. <em>buselaphus</em>, from North Africa is now Extinct (IUCN SSC Antelope Specialist Group 2016)."
22956,Vicugna vicugna,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,CAMELIDAE,Vicugna,vicugna,,,,,"(Molina, 1782)","<p></p><p><span lang=""EN-GB"">Two subspecies have been described, originally distinguished by morphometric characteristics (Wheeler 1995) and confirmed by mithocondrial DNA analysis afterwards (Marín <em>et al.</em> 2007): the southern subspecies <em>Vicugna vicugna vicugna</em> (Molina 1782), found between 18º and 29ºS and <em>V. vicugna mensalis </em>(Thomas 1917), the northern variant, reported between 9º30ºS and 18ºS latitude. <em>V. v. mensalis</em> is generally smaller and is characterized by the long growth of hair on the chest. The head, neck, back, sides and dorsal surface of the tail are dark cinnamon colour, with white covering the lower portion of the face, the chest, belly, interior surface of the legs, and ventral surface of the tail. In contrast, <em>V.v. vicugna</em> lacks the long chest hairs, and has a lighter, beige pelage colouration with white covering a greater proportion of the body, specially the counter-shading that is markedly higher on the posterior flank (Wheeler and Laker 2009, Franklin 2011).</p><p></p>"
41695,Civettictis civetta,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,VIVERRIDAE,Civettictis,civetta,,,,,"(Schreber, 1776)","This species was formerly considered to be congeneric with Asian civets of the genus Viverra. It was first included in <em>Civettictis</em> by Pocock (1915) and retained in that genus by several authors, including Ray (1995, 2013), Kingdon (1997) and Wozencraft (2005), but others, such as Ellerman et al. (1953) and Coetzee (1977), continued to include it in<em> Viverra</em>. Although several subspecies have been recorded, their validity remains questionable (Rosevear 1974; Coetzee 1977; Meester et al. 1986)."
70207409,Mustela nivalis,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,MUSTELIDAE,Mustela,nivalis,,,,,"Linnaeus, 1766","The taxonomy of Least Weasel&#160;<em>Mustela&#160;</em><em>nivalis</em>&#160;was reviewed by Abramov and Baryshnikov (2000), who considered Egpytian&#160;Weasel <em>M.&#160;</em><em>subpamata</em>&#160;to be a distinct<em>&#160;</em>species, a treatment followed here.<em>&#160;</em>Tonkin Weasel&#160;<em>M. tonkinensis&#160;</em>and&#160;Sichuan&#160;Weasel&#160;<em>M. russelliana</em>,<em>&#160;</em>here treated as distinct species following Groves (2007), were included as part of <em>M. nivalis</em>&#160;by Abramov and Baryshnikov (2000) (and in previous versions of its Red List assessment). A weasel population found in Taiwan in the late 20th century and considered by its finders to be a new&#160;species allied to&#160;Stoat <em>M. erminea</em>&#160;is here considered, following Abramov (2006) to be part of&#160;<em>M. nivalis</em>."
103764950,Carduelis carduelis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Carduelis,carduelis,,,,,"(Linnaeus, 1758)","<p><em>Carduelis carduelis</em> and<em> C. caniceps</em> (del Hoyo and Collar 2016) were previously lumped as C<em>. carduelis </em>following AERC TAC (2003); AOU (1998 &amp; supplements); Christidis &amp; Boles (2008); Cramp et al. (1977-1994); SACC (2005 &amp; updates); Sibley &amp; Monroe (1990, 1993); Turbott (1990).</p>"
22710940,Acridotheres cinereus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,STURNIDAE,Acridotheres,cinereus,,,,,"Bonaparte, 1851",
22727811,Streptopelia decaocto,ANIMALIA,CHORDATA,COLUMBIFORMES,AVES,COLUMBIDAE,Streptopelia,decaocto,,,,,"Frivaldszky, 1838","<p><em>Streptopelia decaocto&#160;</em>and<em>&#160;S. xanthocycla&#160;</em>(del Hoyo and Collar 2014) were previously lumped as&#160;<em>S. decaocto&#160;</em>following Sibley and Monroe (1990, 1993).<em>&#160;</em></p>"
22725044,Acanthis flammea,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Acanthis,flammea,,,,,"(Linnaeus, 1758)",<p><em>Acanthis flammea</em> (del Hoyo and Collar 2016) was previously placed in the genus <em>Carduelis</em> following Ottvall et al. (2002).</p>
22720030,Fringilla coelebs,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Fringilla,coelebs,,,,,"Linnaeus, 1758",
22695490,Accipiter badius,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Accipiter,badius,,,,,"(Gmelin, 1788)",
22678691,Alectoris chukar,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Alectoris,chukar,,,,,"(Gray, 1830)",
22680186,Anas platyrhynchos,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Anas,platyrhynchos,,,,,"Linnaeus, 1758","<em><em>Anas platyrhynchos</em></em> and <em><em>A. </em></em><em><em><em><em><em>fulvigula</em></em></em></em></em> (incorporating <em><em><em><em><em>diazi</em></em></em></em></em>) (del Hoyo and Collar 2014) were previously treated as <em>A. <em>platyrhynchos</em></em> (incorporating <em><em><em><em><em><em><em>diazi</em></em></em></em></em></em></em>) and <em><em>A. fulvigula</em></em> following Sibley and Monroe (1990, 1993)."
22689328,Athene noctua,ANIMALIA,CHORDATA,STRIGIFORMES,AVES,STRIGIDAE,Athene,noctua,,,,,"(Scopoli, 1769)",
22697109,Bubulcus ibis,ANIMALIA,CHORDATA,PELECANIFORMES,AVES,ARDEIDAE,Bubulcus,ibis,,,,,"(Linnaeus, 1758)",
22690066,Columba livia,ANIMALIA,CHORDATA,COLUMBIFORMES,AVES,COLUMBIDAE,Columba,livia,,,,,"Gmelin, 1789",
103818789,Passer domesticus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PASSERIDAE,Passer,domesticus,,,,,"(Linnaeus, 1758)","<p><em>Passer domesticus </em>and<em> P. italiae</em> (del Hoyo and Collar 2016) were previously lumped as<em> P. domesticus </em>following AERC TAC (2003); AOU (1998 and supplements); Christidis and Boles (2008); Cramp <em>et al</em>. (1977-1994); Dowsett and Forbes-Watson (1993); SACC (2005 and updates); Sibley and Monroe (1990, 1993); Stotz <em>et al</em>. (1996); Turbott (1990).</p>"
22688504,Tyto alba,ANIMALIA,CHORDATA,STRIGIFORMES,AVES,TYTONIDAE,Tyto,alba,,,,,"(Scopoli, 1769)",
42397,Capra ibex,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Capra,ibex,,,,,"Linnaeus, 1758",
19353,Rattus norvegicus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,MURIDAE,Rattus,norvegicus,,,,,"(Berkenhout, 1769)",
41291,Oryctolagus cuniculus,ANIMALIA,CHORDATA,LAGOMORPHA,MAMMALIA,LEPORIDAE,Oryctolagus,cuniculus,,,,,"(Linnaeus, 1758)","The genus <em>Oryctolagus </em>appeared in the fossil record (Middle Pliocene)  before any other modern leporid genus. <em>Oryctolgus cuniculus </em>was  widespread across much of the Mediterranean area and central Europe in  the Late Pleistocene, but following the maximum glacial period and Early  Holocene it became confined to its current range in the Iberian  Peninsula and adjoining areas in France (López-Martínez 2008).<br/><br/>Two  subspecies are recognized: <em>O. c. cuniculus</em> and <em>O. c. algirus </em>(Delibes-Mateos&#160;<em>et al.</em>&#160;2018).&#160;The latter  is only present in the Iberian Peninsula and some islands, while the  former occurs in most of the species’ introduced range. Based on genetic  evidence they have apparently evolved independently beginning  approximately 2 mya during the Quaternary glaciations (Ferrand 2008).  The independence of these two subspecies has been reinforced by data on  parasitology, behavior, reproduction, and morphology (e.g. Gonçalves <em><em>et al.</em></em> 2002, Ferreira <em><em>et al.</em></em>  2015). Due to their genetic incompatibilities and reproductive  isolation in their zone of contact in the middle of the Iberian  Peninsula (e.g. Carneiro <em><em>et al.</em></em> 2010), some feel that they should be considered separate species (Delibes-Mateos <em><em>et al.</em></em> 2018). The domesticated rabbit originates from <em>O. c. cuniculus</em>."
42191,Muntiacus reevesi,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,CERVIDAE,Muntiacus,reevesi,,,,,"(Ogilby, 1839)","Four subspecies are known:<br/><em>Muntiacus reevesi jiangkouensis</em> (mainland China); <br/><em>Muntiacus reevesi reevesi</em> (mainland China); <br/><em>Muntiacus reevesi micrurus</em> (Taiwan);<br/><em>Muntiacus reevesi sinensis</em> (Anhui and Zhejiang).<br/><br/>Wang (2003) also listed two undescribed subspecies, as “Yunnan form” (eastern Yunnan) and “Shaanxi/Gansu form” (southern Shaanxi and southern Gansu) but scientific names were not provided."
