"";"Kingdom";"Phylum";"Class";"Family";"Genus";"Species";"Average.annual.cost";"Cumulated.cost";"Number.estimates";"Number.year.values"
"373";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Vachellia";"Vachellia karroo";2,85397319916929e-05;0,00136990713560126;2;2
"389";"Plantae";"Tracheophyta";"Magnoliopsida";"Paulowniaceae";"Paulownia";"Paulownia tomentosa";2,79073594077405e-05;0,00133955325157155;4;4
"655";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Imperata";"Imperata cylindrica";2,78098299641375e-05;0,0013348718382786;5;10
"379";"Plantae";"Tracheophyta";"Magnoliopsida";"Anacardiaceae";"Schinus";"Schinus terebinthifolia";2,75151695989242e-05;0,00132072814074836;2;2
"443";"Plantae";"Tracheophyta";"Magnoliopsida";"Cactaceae";"Cylindropuntia";"Cylindropuntia leptocaulis";2,62616434952221e-05;0,00126055888777066;3;3
"408";"Plantae";"Tracheophyta";"Liliopsida";"Asphodelaceae";"Aloe";"Aloe microstigma";2,52480518109813e-05;0,0012119064869271;4;4
"381";"Plantae";"Tracheophyta";"Magnoliopsida";"Malvaceae";"Abutilon";"Abutilon theophrasti";2,48018678768709e-05;0,0011904896580898;5;5
"577";"Animalia";"Chordata";"Aves";"Pycnonotidae";"Pycnonotus";"Pycnonotus cafer";2,43972876304871e-05;0,00117106980626338;1;1
"416";"Animalia";"Chordata";"Actinopterygii";"Cyprinidae";"Carassius";"Carassius auratus";2,41620618734155e-05;0,00115977896992394;3;3
"399";"Plantae";"Tracheophyta";"Magnoliopsida";"Moraceae";"Morus";"Morus nigra";2,31714823944345e-05;0,00111223115493286;3;3
"529";"Plantae";"Tracheophyta";"Liliopsida";"Asteraceae/Poaceae";"Baccharis/Cortaderia";"Baccharis halimifolia/Cortaderia selloana";2,26578540909806e-05;0,00108757699636707;5;5
"663";"Plantae";"Tracheophyta";"Magnoliopsida";"Haloragaceae";"Myriophyllum";"Myriophyllum heterophyllum";2,07622092134273e-05;0,000996586042244509;3;3
"120";"Animalia";"Arthropoda";"Insecta";"Tephritidae";"Rhagoletis";"Rhagoletis completa";2,00029100355117e-05;0,000960139681704561;2;2
"558";"Plantae";"Tracheophyta";"Magnoliopsida";"Elaeagnaceae";"Elaegnus";"Elaeagnus angustifolia";1,88837920488458e-05;0,0009064220183446;3;3
"552";"Plantae";"Tracheophyta";"Magnoliopsida";"Saururaceae";"Saururus";"Saururus cernuus";1,85833294513787e-05;0,000891999813666176;6;6
"532";"Animalia";"Chordata";"Aves";"Anatidae";"Cygnus";"Cygnus atratus";1,83798579218004e-05;0,00088223318024642;1;1
"559";"Plantae";"Tracheophyta";"Liliopsida";"Asparagaceae";"Yucca";"Yucca filamentosa";1,77217531924872e-05;0,000850644153239386;2;2
"482";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Mesembryanthemum crystallinum/Lithobates catesbeianus/Coptodon zillii";1,71716753655145e-05;0,000824240417544696;1;1
"401";"Plantae";"Tracheophyta";"Liliopsida";"Arecaceae";"Washingtonia";"Washingtonia filifera";1,665798142825e-05;0,000799583108555998;4;4
"421";"Plantae";"Tracheophyta";"Magnoliopsida";"Nymphaeaceae";"Nymphaea";"Nymphaea sp.";1,6584057356157e-05;0,000796034753095535;1;1
"454";"Plantae";"Tracheophyta";"Magnoliopsida";"Nyctaginaceae";"Mirabilis";"Mirabilis jalapa";1,47883903370311e-05;0,000709842736177494;4;4
"667";"Plantae";"Tracheophyta";"Magnoliopsida";"Scrophulariaceae";"Myoporum";"Diverse/Unspecified";1,32800902288284e-05;0,000637444330983763;1;11
"668";"Plantae";"Tracheophyta";"Magnoliopsida";"Scrophulariaceae";"Myoporum";"Myoporum spp.";1,32800902288284e-05;0,000637444330983763;1;11
"396";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Spartium";"Spartium junceum";1,28570001366626e-05;0,000617136006559804;2;2
"440";"Plantae";"Tracheophyta";"Liliopsida";"Typhaceae";"Typha";"Typha domingensis";1,26702858911551e-05;0,000608173722775446;1;1
"391";"Plantae";"Tracheophyta";"Liliopsida";"Asparagaceae";"Agave";"Agave tequilana";1,2660319482139e-05;0,000607695335142672;5;5
"422";"Plantae";"Tracheophyta";"Liliopsida";"Asphodelaceae";"Aloe";"Aloe arborescens";1,19329078865525e-05;0,000572779578554518;4;4
"684";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Cenchrus";"Cenchrus clandestinus";1,12050920371094e-05;0,000537844417781251;2;8
"442";"Plantae";"Tracheophyta";"Liliopsida";"Asphodelaceae";"Aloe";"Aloe maculata";1,11972740178844e-05;0,000537469152858449;5;5
"413";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Stipa";"Stipa caudata";1,11130378364086e-05;0,000533425816147615;2;2
"336";"Animalia";"Mollusca";"Gastropoda";"Helicidae";"Helix";"Helix lucorum";1,06512658067797e-05;0,000511260758725426;2;3
"471";"Plantae";"Tracheophyta";"Liliopsida";"Typhaceae";"Typha";"Typha angustifolia";1,00989668765493e-05;0,000484750410074366;3;3
"450";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Xanthium";"Xanthium orientale";9,94183450518705e-06;0,000477208056248978;2;2
"448";"Plantae";"Tracheophyta";"Magnoliopsida";"Solanaceae";"Solanum";"Solanum linnaeanum";9,79430441751259e-06;0,000470126612040604;3;3
"669";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Pilosella";"Hieracium pilosella nigrescens";9,53484753041267e-06;0,000457672681459808;1;1
"444";"Plantae";"Tracheophyta";"Magnoliopsida";"Cactaceae";"Cylindropuntia";"Cylindropuntia sp.";9,51289283435921e-06;0,000456618856049242;3;3
"432";"Plantae";"Tracheophyta";"Magnoliopsida";"Geraniaceae";"Pelargonium";"Pelargonium sp.";9,43738234264162e-06;0,000452994352446798;2;2
"468";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Ulex";"Ulex parviflorus";9,03744941176472e-06;0,000433797571764707;1;1
"424";"Plantae";"Tracheophyta";"Liliopsida";"Asparagaceae";"Yucca";"Yucca gigantea";8,08978407617413e-06;0,000388309635656358;1;1
"405";"Plantae";"Tracheophyta";"Magnoliopsida";"Geraniaceae";"Pelargonium";"Pelargonium capitatum";7,91607020429175e-06;0,000379971369806004;3;3
"819";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae/Euphorbiaceae";"Centaurea/Euphorbia";"Centaurea stoebe/Euphorbia esula";7,76568266152341e-06;0,000372752767753124;1;1
"429";"Plantae";"Tracheophyta";"Polypodiopsida";"Salviniaceae";"Salvinia";"Salvinia natans";6,93384307003133e-06;0,000332824467361504;3;3
"428";"Plantae";"Tracheophyta";"Magnoliopsida";"Ebenaceae";"Diospyros";"Diospyros kaki";6,91321188822352e-06;0,000331834170634729;1;1
"419";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Aster";"Aster squamatus";6,47182726093931e-06;0,000310647708525087;1;1
"154";"Animalia";"Arthropoda";"Insecta";"Dynastidae";"Papuana";"Papuana uninodis";6,22302737194361e-06;0,000298705313853293;1;4
"660";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Cirsium";"Cirsium arvense";5,19955391592949e-06;0,000249578587964615;2;2
"489";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Cenchrus";"Cenchrus pilosus";5,08474053031212e-06;0,000244067545454982;2;4
"505";"Plantae";"Tracheophyta";"Magnoliopsida";"Aristolochiaceae";"Aristolochia";"Aristolochia elegans";4,67952979886869e-06;0,000224617430345697;1;1
"467";"Plantae";"Tracheophyta";"Magnoliopsida";"Onagraceae";"Ludwigia";"Ludwigia repens";4,51872470588236e-06;0,000216898785882353;1;1
"461";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Jacobea";"Jacobaea maritima";4,2837846785578e-06;0,000205621664570774;2;2
"460";"Plantae";"Tracheophyta";"Magnoliopsida";"Salicaceae";"Salix";"Salix sp.";3,67181543876383e-06;0,000176247141060664;1;1
"465";"Plantae";"Tracheophyta";"Liliopsida";"Iridaceae";"Freesia";"Freesia refracta";3,61722029756637e-06;0,000173626574283186;2;2
"458";"Plantae";"Tracheophyta";"Liliopsida";"Asphodelaceae";"Haworthiopsis";"Haworthiopsis attenuata";3,51882312881533e-06;0,000168903510183136;2;2
"433";"Plantae";"Tracheophyta";"Magnoliopsida";"Apocynaceae";"Gomphocarpus";"Gomphocarpus sp.";3,51147270512941e-06;0,000168550689846212;1;1
"430";"Plantae";"Tracheophyta";"Magnoliopsida";"Cactaceae";"Opuntia";"Opuntia humifusa";2,92622725427451e-06;0,000140458908205176;1;1
"431";"Plantae";"Tracheophyta";"Magnoliopsida";"Euphorbiaceae";"Euphorbia";"Euphorbia stenoclada";2,48729316613333e-06;0,0001193900719744;1;1
"598";"Plantae";"Tracheophyta";"Pinopsida";"Pinaceae";"Pinus";"Pinus taeda";2,34190744379808e-06;0,000112411557302308;1;1
"509";"Plantae";"Tracheophyta";"Magnoliopsida";"Verbenaceae";"Lantana";"Lantana montevidensis";2,27985226943906e-06;0,000109432908933075;1;1
"447";"Plantae";"Tracheophyta";"Liliopsida";"Arecaceae";"Phoenix";"Phoenix canariensis";2,26096273355581e-06;0,000108526211210679;1;1
"427";"Plantae";"Tracheophyta";"Magnoliopsida";"Aizoaceae";"Aptenia";"Aptenia sp.";2,19467044070588e-06;0,000105344181153882;1;1
"125";"Animalia";"Arthropoda";"Insecta";"Crambidae";"Chilo";"Chilo suppressalis";2,18243089860196e-06;0,000104756683132894;1;1
"449";"Plantae";"Tracheophyta";"Liliopsida";"Arecaceae";"Washingtonia";"Washingtonia robusta";2,16898785882353e-06;0,00010411141722353;2;2
"451";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Xanthium";"Xanthium spinosum";1,80748988235294e-06;8,67595143529413e-05;1;1
"488";"Plantae";"Tracheophyta";"Pinopsida";"Pinaceae";"Pinus";"Pinus halepensis";1,62825498417491e-06;7,81562392403955e-05;1;1
"547";"Animalia";"Arthropoda";"Malacostraca";"Cambaridae";"Procambarus";"Procambarus clarkii/Orconectes limosus";1,55235286501693e-06;7,45129375208125e-05;1;1
"108";"Animalia";"Chordata";"Mammalia";"Muridae/Phalangeridae";"Rattus/Trichosurus";"Rattus sp./Trichosurus vulpecula";1,43064873296352e-06;6,86711391822488e-05;3;3
"473";"Plantae";"Tracheophyta";"Magnoliopsida";"Oleaceae";"Ligustrum";"Ligustrum japonicum";1,41686997969498e-06;6,80097590253588e-05;1;1
"470";"Plantae";"Tracheophyta";"Magnoliopsida";"Moraceae";"Morus";"Morus alba";1,35657764013349e-06;6,51157267264074e-05;1;1
"410";"Plantae";"Tracheophyta";"Magnoliopsida";"Euphorbiaceae";"Ricinus";"Ricinus sp.";1,35116793371073e-06;6,48560608181152e-05;1;1
"472";"Plantae";"Tracheophyta";"Pinopsida";"Cupressaceae";"Cupressus";"Cupressus sempervirens";9,04385093422325e-07;4,34104844842716e-05;1;1
"459";"Plantae";"Tracheophyta";"Magnoliopsida";"Balsaminaceae";"Impatiens";"Impatiens balfourii";6,11969239793971e-07;2,93745235101106e-05;1;1
"462";"Plantae";"Tracheophyta";"Magnoliopsida";"Anacardiaceae";"Schinus";"Schinus molle";6,11969239793971e-07;2,93745235101106e-05;1;1
"417";"Animalia";"Chordata";"Reptilia";"Emydidae";"Graptemys";"Graptemys pseudogeographica";4,60738330337024e-07;2,21154398561772e-05;2;2
"436";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Erigeron";"Erigeron canadensis";3,72655467386915e-07;1,78874624345719e-05;1;1
"437";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Xanthium";"Xanthium echinatum";3,72655467386915e-07;1,78874624345719e-05;1;1
"593";"Plantae";"Tracheophyta";"Liliopsida";"Typhaceae";"Typha";"Typha sp.";2,86322327917039e-07;1,37434717400179e-05;1;1
"74";"Animalia";"Chordata";"Mammalia";"Mustelidae/Muridae/Phalangeridae";"Mustela/Rattus/Trichosurus";"Mustela erminea/Rattus rattus/Trichosurus vulpecula";1,29273207899294e-07;6,2051139791661e-06;1;1
"652";"Fungi";"Ascomycota";"Sordariomycetes";"Amphisphaeriaceae";"Pestalotia";"Eucalyptus spp.";1,26140420094136e-07;6,05474016451854e-06;1;1
"651";"Plantae";"Tracheophyta";"Liliopsida";"Araceae";"Pistia";"Pistia stratiotes";8,04632834363369e-08;3,86223760494417e-06;1;1
"128";"Animalia";"Arthropoda";"Insecta";"Buprestidae/Cerambycidae";"Agrilus/Anoplophora";"Agrilus planipennis/Anoplophora glabripennis";6,5818746188455e-08;3,15929981704584e-06;1;1
"210";"Plantae";"Tracheophyta";"Liliopsida/Magnoliopsida";"Pontederiaceae/Chenopodiaceae";"Eichhornia/Alternanthera";"Eichhornia crassipes/Alternanthera philoxeroides";0;0;0;0
"290";"Animalia";"Chordata";"Amphibia";"Ranidae";"Lithobathes";"Lithobates catesbeianus";0;0;0;0
"332";"Animalia";"Arthropoda";"Malacostraca";"Portunidae";"Callinectes";"Callinectes sapidus";0;0;0;0
"351";"Animalia";"Mollusca";"Bivalvia";"Diverse/Unspecified";"Diverse/Unspecified";"Dreissena polymorpha/Corbicula fluminea";0;0;0;0
"362";"Animalia";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Cervus elaphus/Dama dama/Capra hircus/Procyon lotor/Nasua nasua/Myiopsitta monachus/Psittacula krameri/Vespa velutina/Zamenis scalaris/Hemorrhois hippocrepis/Malpolon monspessulanus/invasive rodents/Cyprinus carpio/Trachemys scripta";0;0;0;0
"364";"Animalia";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Genetta genetta/Felis catus/Capra hircus/invasive ophidian/invasive rodents/Cyprinus carpio/Trachemys scripta/Myiopsitta monachus/Vespa velutina";0;0;0;0
"365";"Animalia";"Chordata";"Reptilia";"Colubridae/Lamprophiidae";"Hemorrhois/Zamenis/Malpolon";"Hemorrhois hippocrepis/Zamenis scalaris/Malpolon monspessulanus";0;0;0;0
"366";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Cyprinus carpio/Trachemys scripta/Cortaderia sp./Pennisetum sp./Opuntia sp./Anthemis cotula/Disphyma sp.";0;0;0;0
"367";"Animalia";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Procyon lotor/Vespa velutina/Rattus sp.";0;0;0;0
"368";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Pennisetum sp./Zamenis scalaris/Hemorrhois hippocrepis";0;0;0;0
"369";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Pennisetum/Zamenis";"Pennisetum sp./Zamenis scalaris/Hemorrhois hippocrepis";0;0;0;0
"371";"Plantae";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Acacia sp./Agave americana/Aloe vera/Mesembryanthemum cordifolium/Atriplex semibaccata/Carpobrotus sp./Euphorbia sp./Lantana camara/Lonicera japonica/Morus sp./Myoporum sp./Opuntia ficus-indica/Opuntia sp./Pittosporum tobira/Washingtonia sp./Yucca sp./Zygophyllum fabago/Carpobrotus acinaciformis/Kalanchoe sp./Malephora crocea";0;0;0;0
"372";"Plantae";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Agave americana/Senecio angulatus/Opuntia ficus-indica/Austrocylindropuntia subulata/Austrocylindropuntia cylindrica/Bryophyllum houghtonii/Eucalyptus sp./Aloe maculata/Yucca sp./Aloe vera";0;0;0;0
"446";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Conyza";"Conyza sp.";0;0;0;0
"453";"Plantae";"Tracheophyta";"Magnoliopsida";"Myrtaceae";"Callistemon";"Callistemon sp.";0;0;0;0
"455";"Animalia";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Trachemys scripta/Chrysemys picta/Graptemys pseudogeographica/Graptemys ouachitensis/Graptemys sp./Mauremys reevesii/Mauremys sinensis/Pelodiscus sinensis/Pseudemys concinna/Pseudemys nelsoni/Pseudemys sp./Trachemys emolli/Trachemys gaigeae/Alburnus alburnus/Callinectes sapidus/Carassius auratus/Corbicula fluminea/Cyprinus carpio/Esox lucius/Gambusia holbrooki/Lepomis gibbosus/Micropterus salmoides/Procambarus clarkii";0;0;0;0
"501";"Animalia";"Arthropoda";"Insecta";"Culicidae";"Culex";"Culex sp.";0;0;0;0
"517";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Hieracium/Cirsium";"Hieracium sp./Cirsium sp.";0;0;0;0
"524";"Animalia";"Chordata";"Actinopterygii";"Cichlidae";"Coptodon";"Coptodon zillii";0;0;0;0
"596";"Animalia";"Arthropoda";"Insecta";"Diprionidae";"Neodiprion";"Neodiprion abietis";0;0;0;0
"600";"Plantae";"Tracheophyta";"Magnoliopsida";"Moraceae";"Artocarpus";"Artocarpus heterophyllus";0;0;0;0
"605";"Plantae";"Tracheophyta";"Magnoliopsida";"Apiaceae";"Heracleum/Ambrosia";"Heracleum sosnowskyi/Ambrosia ambrosiifolia";0;0;0;0
"608";"Plantae";"Tracheophyta";"Magnoliopsida";"Apiaceae";"Heracleum";"Heracleum persicum";0;0;0;0
"609";"Plantae";"Tracheophyta";"Liliopsida";"Araceae";"Lysichiton";"Lysichiton americanus";0;0;0;0
"610";"Plantae";"Tracheophyta";"Magnoliopsida";"Polygonaceae";"Persicaria";"Persicaria perfoliata";0;0;0;0
"611";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Pueraria";"Pueraria lobata";0;0;0;0
"612";"Animalia";"Chordata";"Aves";"Threskiornithidae";"Threskiornis";"Branta canadensis/Oxyura jamaicensis/Threskiornis aethiopicus";0;0;0;0
"613";"Animalia";"Chordata";"Mammalia";"Procyonidae";"Nasua";"Nasua nasua";0;0;0;0
"614";"Animalia";"Chordata";"Mammalia";"Sciuridae";"Sciurus";"Sciurus niger";0;0;0;0
"703";"Animalia";"Arthropoda";"Insecta";"Pseudococcidae";"Aleurodicus";"Aleurodicus rugioperculatus";0;0;0;0
"713";"Plantae";"Tracheophyta";"Diverse/Unspecified";"Diverse/Unspecified";"Cortaderia/Carpobrotus";"Cortaderia selloana/Carpobrotus spp.";0;0;0;0
"715";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Cortaderia";"Cortaderia spp.";0;0;0;0
"729";"Plantae";"Tracheophyta";"Liliopsida/Magnoliopsida";"Fabaceae/Asparagaceae/Poaceae/Aizoaceae/Poaceae/Verbenaceae/Caprifoliaceae/Pittosporaceae/Anacardiaceae/Myrtaceae/Cactaceae/Asphodelaceae/Scrophulariaceae/Didiereaceae/Crassulaceae/Rosaceae/Arecaceae";"Acacia/Aeonium/Agave/Aloe/Arundo/Carpobrotus/Cenchrus/Cortaderia/Cotoneaster/Cylindropuntia/Dimorphoteca/Eucalyptus/Lantana/Lonicera/Malephora/Myoporum/Nicotiana/Opuntia/Parkinsonia/Pittosporum/Portulacaria/Schinus/Washingtonia/Yucca";"Agave americana/Cylindropuntia sp./Carpobrotus sp./Cortaderia selloana/Opuntia ficus-indica /Opuntia aff. stricta/Cenchrus setaceus/Acacia sp./Aeonium sp./Aloe maculata/Arundo donax/Cotoneaster sp./Dimorphoteca sp./Eucalyptus sp/Lantana camara/Lonicera japonica/Malephora crocea/Myoporum tenuifolium/Nicotiana glauca/Parkinsonia aculeata/Pittosporum tobira/Portulacaria afra/Schinus molle/Washingtonia sp./Yucca sp.";0;0;0;0
"748";"Plantae";"Tracheophyta";"Liliopsida/Magnoliopsida";"Asparagaceae/Simaroubaceae/Cactaceae/Poaceae/Fabaceae/Asphodelaceae/Myrtaceae/Solanaceae/Asteraceae";"Agave/Ailanthus/Cylindropuntia/Opuntia/Cenchrus/Robinia/Acacia/Aloe/Arundo/Cercis/Eucalyptus/Nicotiana/Senecio/Yucca";"Agave americana/Ailanthus altissima/Cylindropuntia sp./Opuntia ficus-indica/Cenchrus setaceus/Robinia pseudoaccia/Acacia sp./Aloe maculata/Arundo donax/Cercis siliquatrum/Eucalyptus sp./Nicotiana glauca/Opuntia microdasys/Senecio angulatus/Yucca sp.";0;0;0;0
"3";"Animalia";"Chordata";"Mammalia";"Leporidae";"Oryctolagus";"Oryctolagus cuniculus";NA;NA;41;89
"4";"Animalia";"Chordata";"Mammalia";"Suidae";"Sus";"Sus scrofa";NA;NA;57;173
"17";"Animalia";"Chordata";"Mammalia";"Phalangeridae";"Trichosurus";"Trichosurus vulpecula";NA;NA;19;32
"18";"Animalia";"Chordata";"Mammalia";"Muridae";"Rattus";"Rattus norvegicus";NA;NA;23;29
"19";"Animalia";"Chordata";"Mammalia";"Muridae";"Rattus";"Rattus exulans";NA;NA;8;8
"22";"Animalia";"Chordata";"Mammalia";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";NA;NA;49;90
"26";"Animalia";"Chordata";"Mammalia";"Muridae";"Diverse/Unspecified";"Diverse/Unspecified";NA;NA;20;33
"34";"Animalia";"Chordata";"Mammalia";"Mustelidae";"Neovison";"Neovison vison";NA;NA;100;159
"47";"Animalia";"Chordata";"Mammalia";"Bovidae";"Bubalus";"Bubalus bubalis";NA;NA;2;2
"51";"Animalia";"Chordata";"Mammalia";"Muridae";"Rattus";"Rattus exulans/Rattus tanezumi";NA;NA;1;1
"89";"Animalia";"Chordata";"Amphibia";"Ranidae";"Lithobates";"Lithobates catesbeianus";NA;NA;21;37
"91";"Animalia";"Chordata";"Reptilia";"Colubridae";"Boiga";"Boiga irregularis";NA;NA;27;30
"94";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";NA;NA;377;681
"113";"Animalia";"Arthropoda";"Insecta";"Formicidae";"Solenopsis";"Solenopsis invicta";NA;NA;34;200
"155";"Animalia";"Arthropoda";"Insecta";"Pseudococcidae";"Phenacoccus";"Phenacoccus solenopsis";NA;NA;2;2
"187";"Plantae";"Tracheophyta";"Magnoliopsida";"Crassulaceae";"Crassula";"Crassula helmsii";NA;NA;13;17
"188";"Animalia";"Mollusca";"Bivalvia";"Dreissenidae";"Dreissena";"Dreissena polymorpha";NA;NA;74;97
"198";"Plantae";"Tracheophyta";"Liliopsida";"Pontederiaceae";"Eichhornia";"Eichhornia crassipes";NA;NA;139;245
"206";"Animalia";"Mollusca";"Bivalvia";"Dreissenidae";"Dreissena";"Dreissena polymorpha/Dreissena bugensis";NA;NA;10;38
"214";"Plantae";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";NA;NA;291;923
"215";"Plantae";"Tracheophyta";"Magnoliopsida";"Tamaricaceae";"Tamarix";"Tamarix spp.";NA;NA;31;55
"220";"Plantae";"Tracheophyta";"Pinopsida";"Pinaceae";"Pinus";"Pinus spp.";NA;NA;7;71
"221";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Chromolaena";"Chromolaena odorata";NA;NA;26;109
"235";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Acacia";"Acacia saligna";NA;NA;38;187
"258";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Mimosa";"Mimosa pigra";NA;NA;11;11
"346";"Animalia";"Arthropoda";"Insecta";"Dryophthoridae";"Rhynchophorus";"Rhynchophorus ferrugineus";NA;NA;6;20
"484";"Animalia";"Chordata";"Mammalia";"Castoridae";"Castor";"Castor canadensis";NA;NA;8;9
"485";"Animalia";"Arthropoda";"Insecta";"Vespidae";"Vespula";"Vespula germanica";NA;NA;3;3
"486";"Plantae";"Tracheophyta";"Magnoliopsida";"Rosaceae";"Rubus";"Rubus ulmifolius/Rubus constrictus";NA;NA;1;1
"487";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Ulex";"Ulex europaeus";NA;NA;6;7
"491";"Animalia";"Chordata";"Actinopterygii";"Clariidae";"Clarias";"Clarias gariepinus";NA;NA;1;9
"492";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Dichrostachys";"Dichrostachys cinerea";NA;NA;1;1
"493";"Animalia";"Chordata";"Mammalia";"Herpestidae";"Herpestes";"Herpestes javanicus";NA;NA;28;50
"531";"Animalia";"Chordata";"Mammalia";"Sciuridae";"Callosciurus";"Callosciurus erythraeus";NA;NA;8;15
"578";"Fungi";"Basidiomycota";"Pucciniomycetes";"Sphaerophragmiaceae";"Austropuccinia";"Austropuccinia psidii";NA;NA;2;2
"587";"Viruses";"Cressdnaviricota";"Arfiviricetes";"Nanoviridae";"Babuvirus";"Banana bunchy top virus";NA;NA;6;6
"594";"Animalia";"Arthropoda";"Insecta";"Gelechiidae";"Tuta";"Tuta absoluta";NA;NA;2;2
"595";"Animalia";"Arthropoda";"Insecta";"Noctuidae";"Spodoptera";"Spodoptera frugiperda";NA;NA;7;7
"650";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Carduus";"Carduus nutan";NA;NA;2;12
"658";"Plantae";"Tracheophyta";"Magnoliopsida";"Rubiaceae";"Cinchona";"Cinchona pubescens";NA;NA;6;34
"662";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Bromus";"Bromus tectorum";NA;NA;2;2
"664";"Fungi";"Ascomycota";"Dothideomycetes";"Mycosphaerellaceae";"Mycosphaerella";"Mycosphaerella fijiensis";NA;NA;3;5
"674";"Plantae";"Tracheophyta";"Magnoliopsida";"Mimosaceae";"Prosopis";"Prosopis juliflora";NA;NA;3;3
"784";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadaceae";"Xanthomonas";"Xanthomonas axonopodis pv. citri";NA;NA;2;2
"785";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Acacia";"Acacia paradoxa";NA;NA;4;4
"794";"Animalia";"Chordata";"Ascidiacea";"Cionidae";"Ciona";"Ciona intestinalis";NA;NA;1;1
"799";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadaceae";"Xanthomonas";"Xanthomonas axonopodis";NA;NA;2;2
