"";"Kingdom";"Phylum";"Class";"Family";"Genus";"Species";"Average.annual.cost";"Cumulated.cost";"Number.estimates";"Number.year.values"
"575";"Plantae";"Tracheophyta";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Arundo donax/Eucalyptus sp./Carpobrotus sp./Agave sp./Cupressus sempervirens/Brachychiton populneus/Opuntia ficus-indica/Myoporum laetum/Yucca sp./Aloe arborescens/Robinia pseudoacacia/Populus sp./Cortaderia selloana/Drosophyllum sp./Casuarina cunninghamiana/Ricinus communis/Paulownia tomentosa/Chlorophytum comosum";0,00159723971586226;0,0766675063613887;1;1
"984";"Plantae";"Tracheophyta";"Liliopsida";"Asparagaceae";"Hyacinthoides";"Hyacinthoides hispanica";0,00159220049641612;0,0764256238279739;1;2
"643";"Animalia";"Chordata";"Amphibia";"Pipidae";"Xenopus";"Xenopus laevis";0,0015826207880417;0,0759657978260015;7;19
"624";"Plantae";"Tracheophyta";"Magnoliopsida";"Aristolochiaceae";"Aristolochia";"Aristolochia odoratissima";0,00157074702466778;0,0753958571840535;7;7
"58";"Animalia";"Chordata";"Mammalia";"Bovidae/Cervidae";"Capra/Cervus/Rupicapra";"Capra hircus/Cervus elaphus/Rupicapra rupicapra";0,00156004047439474;0,0748819427709475;2;2
"88";"Animalia";"Chordata";"Mammalia";"Mustelidae/Canidae";"Neovison/Nyctereutes";"Neovison vison/Nyctereutes procyonoides";0,00155746205036595;0,0747581784175655;1;1
"858";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadaceae";"Xanthomonas";"Xanthomonas campestris";0,00154035282389807;0,0739369355471071;1;1
"905";"Plantae";"Tracheophyta";"Magnoliopsida";"Haloragaceae";"Myriophyllum";"Myriophyllum heterophyllum";0,00152384493256659;0,0731445567631961;4;4
"54";"Animalia";"Chordata";"Mammalia";"Muridae";"Mus/Rattus";"Mus musculus/Rattus rattus";0,00146389418210302;0,0702669207409447;1;1
"393";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Parkinsonia/Vachellia";"Parkinsonia aculeata//Vachellia farnesiana";0,00141158335110284;0,0677560008529363;1;1
"699";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Cymbopogon";"Cymbopogon citratus";0,0013925086722747;0,0668404162691856;1;1
"929";"Animalia";"Chordata";"Aves";"Anatidae";"Alopochen";"Alopochen aegyptiaca";0,00135832795531755;0,0651997418552422;2;2
"116";"Animalia";"Chordata";"Aves";"Phasianidae";"Meleagris";"Meleagris gallopavo";0,00135460073125146;0,0650208351000702;1;1
"599";"Animalia";"Arthropoda";"Insecta";"Hyblaeidae";"Hyblaea";"Hyblaea puera";0,00135416666666667;0,065;1;5
"659";"Plantae";"Tracheophyta";"Magnoliopsida/Liliopsida/Polypodiopsida";"Onagraceae/Hydrocharitaceae/Salviniaceae";"Ludwigia/Elodea/Azolla";"Ludwigia grandiflora/Ludwigia peploides/Elodea canadensis/Elodea nuttallii/Azolla filiculoides";0,00134688908779273;0,0646506762140512;1;3
"850";"Animalia";"Chordata";"Actinopterygii";"Centrarchidae";"Lepomis";"Lepomis macrochirus";0,00134009409172775;0,0643245164029322;4;7
"707";"Animalia";"Chordata";"Mammalia";"Muridae/Canidae";"Diverse/Unspecified";"Rattus norvegicus/Rattus rattus/Canis lupus";0,00133628440510334;0,0641416514449601;5;5
"949";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Hymenachne";"Hymenachne amplexicaulis";0,0012551739633554;0,0602483502410594;2;2
"924";"Plantae";"Tracheophyta";"Pinopsida";"Pinaceae/Cupressaceae";"Pinus/Juniperus";"Pinus monophylla/Juniperus osteosperma";0,00125227218821911;0,0601090650345172;5;25
"988";"Animalia";"Cnidaria";"Scyphozoa";"Rhizostomatidae";"Rhopilema";"Rhopilema nomadica";0,0012314552102286;0,0591098500909729;1;1
"709";"Animalia";"Chordata";"Mammalia";"Diverse/Unspecified";"Diverse/Unspecified";"Rattus sp./Canis lupus/Felis catus/Sus scrofa";0,00121986438152436;0,0585534903131691;1;1
"471";"Plantae";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Washingtonia spp./Eucalyptus spp./Robinia pseudoacacia/Platanus hispanica";0,00121967175794103;0,0585442443811694;1;4
"38";"Animalia";"Chordata";"Aves/Mammalia";"Muridae/Rallidae";"Gallirallus/Rattus";"Gallirallus australis/Rattus sp.";0,00121527124792375;0,05833301990034;1;1
"669";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Phytophtora sp./Sus scrofa/Scolytus sp.";0,00120860856749119;0,0580132112395772;2;2
"179";"Animalia";"Arthropoda";"Insecta";"Formicidae";"Pheidole/Solenopsis";"Pheidole megacephala/Solenopsis geminata";0,00119298372341334;0,0572632187238406;1;3
"1024";"Plantae";"Tracheophyta";"Liliopsida";"Agavaceae";"Agave";"Agave americana";0,00118611071777515;0,0569333144532071;1;20
"106";"Animalia";"Chordata";"Reptilia";"Iguanidae";"Iguana";"Iguana iguana";0,00118461317893409;0,0568614325888365;5;5
"421";"Animalia";"Annelida";"Polychaeta";"Serpulidae";"Ficopomatus";"Ficopomatus enigmaticus";0,00118212743292004;0,0567421167801621;8;9
"847";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Rudbeckia";"Rudbeckia laciniata";0,00117042280252562;0,0561802945212299;2;4
"934";"Animalia";"Chordata";"Mammalia";"Bovidae";"Ammotragus";"Ammotragus lervia";0,00114358430550233;0,054892046664112;4;5
"846";"Animalia";"Arthropoda";"Insecta";"Apinae";"Bombus";"Bombus terrestris";0,00113829261504188;0,0546380455220103;2;4
"632";"Plantae";"Tracheophyta";"Magnoliopsida";"Rutaceae";"Citrus";"Citrus aurantium/Citrus limon/Citrus taitensis";0,00113195362924213;0,0543337742036223;1;1
"986";"Plantae";"Tracheophyta";"Magnoliopsida";"Solanaceae";"Solanum";"Solanum quitoense";0,00113195362924213;0,0543337742036223;1;5
"987";"Plantae";"Tracheophyta";"Magnoliopsida";"Rutaceae";"Citrus";"Citrus aurantium/Citrus medica/Citrus sinensis";0,00113195362924213;0,0543337742036223;1;9
"209";"Animalia";"Arthropoda";"Insecta";"Notodontidae";"Thaumetopoea";"Thaumetopoea processionea";0,00109007342804156;0,0523235245459947;1;1
"985";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae/Proteaceae/Amaranthaceae";"Acacia/Hakea/Paraserianthes/Alternanthera";"Acacia dealbata/Hakea sericea/Paraserianthes lophantha/Alternanthera philoxeroides/Acacia melanoxylon";0,00107382801391911;0,0515437446681174;1;1
"432";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Diverse/Unspecified";"Robinia pseudoacacia/Acacia dealbata";0,00101642831619124;0,0487885591771796;1;1
"970";"Animalia";"Arthropoda";"Arachnida";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";0,00100974460572717;0,0484677410749042;1;1
"658";"Plantae";"Tracheophyta";"Magnoliopsida";"Balsaminaceae";"Impatiens";"Impatiens sp.";0,000996104614226518;0,0478130214828729;3;4
"17";"Animalia";"Chordata";"Mammalia";"Bovidae/Canidae/Felidae/Leporidae/Suidae";"Capra/Felis/Oryctolagus/Sus/Vulpes";"Capra hircus/Felis catus/Oryctolagus cuniculus/Sus scrofa/Vulpes vulpes";0,000994153102844454;0,0477193489365338;1;1
"977";"Plantae";"Tracheophyta";"Liliopsida";"Asparagaceae";"Furcraea";"Furcraea hexapetala";0,000985164168182883;0,0472878800727784;1;4
"621";"Plantae";"Tracheophyta";"Magnoliopsida";"Rosaceae";"Rubus";"Rubus niveus/Rubus adenotrichos";0,000967923795239682;0,0464603421715047;3;3
"593";"Animalia";"Chordata";"Reptilia";"Emydidae";"Trachemys";"Trachemys scripta elegans/Gambusia holbrooki/Procambarus clarkii/Alburnus alburnus/Lepomis gibbosus/Cyprinus carpio/Carassius auratus/Esox lucius/Micropterus salmoides/Graptemys pseudogeographica/Graptemys ouachitensis/Graptemys sp./Mauremys sinensis/Pelodiscus sinensis/Pseudemys concinna/Pseudemys nelsoni/Pseudemys sp./Trachemys emolli/Trachemys gaigeae";0,000964677432983813;0,046304516783223;1;1
"488";"Animalia";"Chordata";"Reptilia";"Colubridae";"Zamenis/Hemorrhois";"Hemorrhois hippocrepis/Zamenis scalaris";0,000940086357832421;0,0451241451759562;2;2
"969";"Animalia";"Arthropoda";"Malacostraca";"Nephropidae";"Diverse/Unspecified";"Diverse/Unspecified";0,000929048989658808;0,0445943515036228;1;2
"293";"Animalia";"Mollusca";"Gastropoda";"Ampullariidae";"Pomacea";"Pomacea maculata/Pomacea canaliculata";0,000903828817669975;0,0433837832481588;1;4
"631";"Plantae";"Tracheophyta";"Magnoliopsida";"Rosaceae";"Rubus";"Rubus ulmifolius";0,000899085448987903;0,0431561015514193;7;16
"622";"Plantae";"Tracheophyta";"Magnoliopsida";"Rosaceae";"Rubus";"Rubus adenotrichos";0,000863948028274871;0,0414695053571938;7;31
"690";"Animalia";"Chordata";"Reptilia";"Lacertidae";"Lacerta";"Lacerta bilineata";0,000836378614616508;0,0401461735015924;1;1
"802";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Lupinus";"Lupinus polyphyllus";0,000805346204319339;0,0386566178073283;1;1
"481";"Animalia";"Chordata";"Reptilia";"Colubridae";"Zamenis";"Zamenis scalaris";0,00077720593965981;0,0373058851036709;1;1
"588";"Animalia";"Chordata";"Reptilia";"Emydidae";"Trachemys";"Trachemys scripta elegans/Mauremys reevesii/Chrysemys picta/Graptemys pseudogeographica/Graptemys ouachitensis/Graptemys sp./Mauremys sinensis/Pelodiscus sinensis/Pseudemys concinna/Pseudemys nelsoni/Pseudemys sp./Trachemys emolli/Trachemys gaigeae/Gambusia holbrooki/Procambarus clarkii/Alburnus alburnus/Lepomis gibbosus/Cyprinus carpio/Carassius auratus/Esox lucius/Micropterus salmoides";0,000768183200000001;0,0368727936000001;1;1
"1128";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Ageratina";"Ageratina adenophora";0,000767224012744988;0,0368267526117594;1;11
"582";"Animalia";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Trachemys scripta elegans/Graptemys pseudogeographica/Graptemys ouachitensis/Graptemys sp./Mauremys sinensis/Pelodiscus sinensis/Pseudemys concinna/Pseudemys nelsoni/Pseudemys sp./Trachemys emolli/Trachemys gaigeae/Gambusia holbrooki/Procambarus clarkii/Cyprinus carpio/Carassius auratus/Micropterus salmoides";0,000758688865034576;0,0364170655216596;1;1
"982";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae/Fagaceae";"Robinia/Quercus";"Robinia pseudoacacia/Quercus rubra";0,00075734704813111;0,0363526583102933;1;10
"648";"Plantae";"Tracheophyta";"Magnoliopsida";"Sapindaceae";"Acer";"Acer negundo";0,000756956418129672;0,0363339080702242;2;2
"980";"Plantae";"Tracheophyta";"Magnoliopsida";"Fagaceae";"Quercus";"Quercus rubra";0,000750145293021673;0,0360069740650403;1;10
"706";"Animalia";"Chordata";"Mammalia";"Muridae";"Diverse/Unspecified";"Rattus sp./Mus musculus";0,000746482246513555;0,0358311478326507;8;8
"466";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Senecio";"Senecio inaequidens";0,000721716189293053;0,0346423770860666;4;14
"975";"Plantae";"Tracheophyta";"Pinopsida";"Pinaceae";"Pinus";"Pinus elliottii/Pinus taeda";0,000716031175441208;0,034369496421178;1;8
"848";"Animalia";"Chordata";"Amphibia";"Rnidae";"Lithobates";"Lithobates catesbeianus";0,000711990022741892;0,0341755210916108;2;4
"976";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae/Elaeagnaceae";"Aster/Dittichia/Elaegnus";"Aster squamatus/Dittrichia viscosa/Elaeagnus angustifolia";0,000703638275049347;0,0337746372023686;1;10
"533";"Animalia";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Trachemys scripta elegans/Trachemys scripta/Graptemys pseudogeographica/Pseudemys nelsoni";0,000695454083527584;0,033381796009324;3;3
"128";"Animalia";"Chordata";"Aves";"Anatidae/Threskiornithidae";"Branta/Oxyura/Threskiornis";"Branta canadensis/Oxyura jamaicensis/Threskiornis aethiopicus";0,00066134269654605;0,0317444494342104;1;1
"720";"Plantae";"Tracheophyta";"Magnoliopsida";"Crassulaceae";"Crassula";"Crassula helmsii/Ludwigia sp.";0,000657258074690563;0,031548387585147;1;1
"917";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Lespedeza";"Lespedeza cuneata";0,000650405827243322;0,0312194797076794;2;6
"433";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Arctotheca";"Arctotheca calendula";0,000625083888239351;0,0300040266354888;4;14
"892";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Centaurea";"Centaurea affinis/Centaurea stoebe";0,000620740169339663;0,0297955281283038;9;10
"452";"Plantae";"Tracheophyta";"Magnoliopsida";"Cactaceae";"Cylindropuntia";"Cylindropuntia spp.";0,000601872677541056;0,0288898885219707;3;3
"974";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Aster/Dittichia";"Aster squamatus/Dittrichia viscosa";0,000600188598546887;0,0288090527302506;1;10
"472";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Diverse/Unspecified";"Phragmites australis";0,000597387160252005;0,0286745836920963;1;1
"713";"Animalia/Plantae";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Parlatoria sp./Opuntia sp./Furcraea foetida";0,000585534903131691;0,0281056753503212;1;1
"473";"Animalia";"Arthropoda";"Insecta";"Curculionidae";"Gonipterus";"Gonipterus scutellatus";0,000576663724157816;0,0276798587595752;3;3
"842";"Animalia";"Chordata";"Reptilia";"Amamidae";"Diploderma";"Diploderma swinhonis";0,000557209148832006;0,0267460391439363;1;1
"564";"Animalia";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Trachemys scripta/Alburnus alburnus/Carassius auratus/Cyprinus carpio/Esox lucius/Gambusia holbrooki/Lepomis gibbosus/Procambarus clarkii";0,000552451753519261;0,0265176841689245;2;2
"457";"Animalia";"Chordata";"Actinopterygii";"Centrarchidae";"Lepomis";"Lepomis gibbosus";0,000546540209577177;0,0262339300597045;12;12
"849";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Gymnocoronis";"Gymnocoronis spilanthoides";0,000541731394314948;0,0260031069271175;2;3
"620";"Plantae";"Tracheophyta";"Magnoliopsida";"Myrtaceae";"Syzygium";"Syzygium jambos";0,000539377382080128;0,0258901143398462;2;6
"971";"Plantae";"Tracheophyta";"Pinopsida";"Pinaceae";"Larix";"Larix sp.";0,000525358318334848;0,0252171992800727;1;10
"51";"Animalia";"Chordata";"Mammalia";"Mustelidae";"Mustela";"Mustela furo";0,000512338133188643;0,0245922303930549;1;1
"435";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Helichrysum";"Helichrysum petiolare";0,000508354763181402;0,0244010286327073;1;1
"1000";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Diverse/Unspecified";"Diverse/Unspecified";0,000506226037082772;0,024298849779973;1;1
"512";"Plantae";"Tracheophyta";"Magnoliopsida";"Cactaceae";"Cylindropuntia";"Cylindropuntia imbricata";0,000502081091140838;0,0240998923747602;16;35
"820";"Animalia";"Arthropoda";"Insecta";"Formicidae";"Lasius";"Lasius neglectus";0,000498003383581064;0,0239041624118911;1;25
"962";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Arcotheca";"Arctotheca calendula";0,000498003383581064;0,0239041624118911;1;11
"557";"Plantae";"Tracheophyta";"Liliopsida";"Araceae";"Colocasia";"Colocasia esculenta";0,000490338933256134;0,0235362687962945;9;9
"41";"Animalia";"Chordata";"Mammalia";"Leporidae/Muridae";"Oryctolagus/Rattus";"Oryctolagus cuniculus/Rattus sp.";0,000473694288788224;0,0227373258618347;1;1
"414";"Animalia";"Mollusca";"Bivalvia";"Dreissenidae/Cyrenidae";"Dreissena/Cobicula";"Dreissena polymorpha/Corbicula fluminea";0,000464165521970097;0,0222799450545647;1;1
"625";"Plantae";"Tracheophyta";"Magnoliopsida";"Casuarinaceae";"Casuarina";"Casuarina equisetifolia";0,000459332793415269;0,0220479740839329;1;1
"515";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Acacia";"Acacia sp.";0,000454808148457651;0,0218307911259672;21;21
"465";"Animalia";"Chordata";"Actinopterygii";"Percidae";"Sander";"Sander lucioperca";0,000450939595947036;0,0216451006054577;4;4
"640";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Limnoperna fortunei/Corbicula fluminea/Ficopomatus enigmaticus";0,000443304607946483;0,0212786211814312;2;2
"716";"Animalia";"Chordata";"Actinopterygii";"Scorpaenidae";"Pterois";"Pterois volitans";0,000432407462967415;0,0207555582224359;2;2
"299";"Animalia";"Chordata";"Actinopterygii";"Esocidae";"Esox";"Esox lucius";0,000430910692997646;0,020683713263887;1;1
"630";"Plantae";"Tracheophyta";"Magnoliopsida";"Rosaceae";"Rubus";"Rubus megalococcus";0,000424689390218601;0,0203850907304928;7;17
"511";"Plantae";"Tracheophyta";"Magnoliopsida";"Pittosporaceae";"Pittosporum";"Pittosporum tobira";0,000422696758267946;0,0202894443968614;8;28
"1010";"Plantae";"Tracheophyta";"Magnoliopsida";"Bignoniaceae";"Dolichandra";"Dolichandra unguis-cati";0,00040501341582566;0,0194406439596317;1;20
"597";"Animalia";"Chordata";"Actinopterygii";"Loricariidae";"Diverse/Unspecified";"Diverse/Unspecified";0,000404653676353679;0,0194233764649766;1;1
"947";"Plantae";"Tracheophyta";"Magnoliopsida";"Polygonaceae";"Fallopia";"Fallopia baldschuanica";0,000398402706864852;0,0191233299295129;2;22
"576";"Plantae";"Tracheophyta";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Acacia cyclops/Lantana camara/Opuntia ficus-indica/Aloe sp./Solanum linnaeanum/Mesembryanthemum cordifolium/Myoporum laetum/Nicotiana glauca/Schinus terebinthifolia/Agave americana";0,000373301236274322;0,0179184593411675;1;1
"461";"Animalia";"Arthropoda";"Malacostraca";"Cambaridae";"Orconectes";"Orconectes limosus";0,000368325877255826;0,0176796421082796;5;5
"120";"Animalia";"Chordata";"Aves";"Psittacidae";"Myiopsitta/Psittacula";"Myiopsitta monachus/Psittacula krameri";0,000361863749185483;0,0173694599609032;1;1
"956";"Animalia";"Chordata";"Aves";"Psittacidae";"Psittacula/Myiopsitta";"Psittacula krameri/Myiopsitta monachus";0,000361863749185483;0,0173694599609032;1;1
"851";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Coreopsis";"Coreopsis lanceolata";0,000355995011370946;0,0170877605458054;1;2
"468";"Animalia";"Mollusca";"Bivalvia";"Unionidae";"Sinanodonta";"Sinanodonta woodiana";0,000341842192541163;0,0164084252419758;2;2
"138";"Animalia/Plantae";"Arthropoda/Chordata/Tracheophyta";"Actinopterygii/Magnoliopsida/Malacostraca/Mammalia";"Apiaceae/Cambaridae/Canidae/Fabaceae/Mustelidae/Odontobutidae/Sapindaceae";"Acer/Heracleum/Lupinus/Neovison/Nyctereutes/Orconectes/Perccottus";"Acer negundo/Heracleum sosnowskyi/Lupinus polyphyllus/Neovison vison/Nyctereutes procyonoides/Orconectes limosus";0,000335386203945168;0,0160985377893681;1;1
"460";"Animalia";"Chordata";"Actinopterygii";"Salmonidae";"Oncorhynchus";"Oncorhynchus mykiss";0,000330668663355613;0,0158720958410694;2;2
"527";"Plantae";"Tracheophyta";"Liliopsida";"Asphodelaceae";"Aloe";"Aloe vera";0,00032863723218789;0,0157745871450187;8;8
"792";"Plantae";"Tracheophyta";"Magnoliopsida";"Poaceae";"Arundo";"Arundo donax";0,000327719823339657;0,0157305515203035;2;2
"959";"Animalia";"Arthropoda/Chordata";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";0,000327489866053922;0,0157195135705883;1;1
"948";"Plantae";"Tracheophyta";"Magnoliopsida";"Euphorbiaceae";"Jatropha";"Jatropha gossypiifolia";0,000310341490351149;0,0148963915368552;1;3
"691";"Animalia";"Chordata";"Aves";"Sturnidae";"Gracula";"Diverse/Unspecified";0,000310060994349269;0,0148829277287649;1;1
"728";"Animalia";"Arthropoda";"Insecta";"Cerambycidae";"Monochamus";"Monochamus scutellatus";0,000309737265200611;0,0148673887296293;1;1
"960";"Animalia/Plantae";"Tracheophyta/Chordata";"Liliopsida/Mammalia";"Poaceae/Diverse/Unspecified";"Panicum/Diverse/Unspecified";"Panicum maximum/Diverse/Unspecified";0,000308079599958667;0,014787820798016;1;4
"462";"Animalia";"Chordata";"Actinopterygii";"Percidae";"Perca";"Perca fluviatilis";0,000301509138214532;0,0144724386342975;3;3
"708";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Flemingia";"Flemingia strobilifera";0,000298950338746508;0,0143496162598324;2;2
"541";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Pennisetum";"Pennisetum sp.";0,000298432998920333;0,014324783948176;29;29
"394";"Plantae";"Tracheophyta";"Magnoliopsida";"Apocynaceae";"Calotropis";"Calotropis spp.";0,000286131760358684;0,0137343244972168;1;1
"680";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Solidago";"Solidago gigantea";0,000285764380300245;0,0137166902544118;1;1
"513";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Senecio";"Senecio angulatus";0,00027874140644445;0,0133795875093336;10;10
"493";"Plantae";"Tracheophyta";"Magnoliopsida";"Cactaceae";"Austrocylindropuntia";"Austrocylindropuntia subulata";0,000276625264844077;0,0132780127125157;26;26
"443";"Plantae";"Tracheophyta";"Liliopsida";"Asparagaceae";"Yucca";"Yucca sp.";0,000274747940836395;0,013187901160147;12;12
"712";"Animalia";"Chordata";"Mammalia";"Muridae/Felidae";"Felis/Rattus";"Felis catus/Rattus spp.";0,000264814025618513;0,0127110732296886;1;1
"714";"Animalia";"Chordata";"Mammalia";"Bovidae";"Bovins";"Diverse/Unspecified";0,000264814025618513;0,0127110732296886;1;1
"453";"Animalia";"Chordata";"Actinopterygii";"Fundulidae";"Fundulus";"Fundulus heteroclitus";0,000264681152376834;0,012704695314088;4;4
"795";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Brachiaria";"Brachiaria eminii";0,00026176008001454;0,0125644838406979;5;13
"943";"Chromista";"Ochrophyta";"Phaeophyceae";"Fucaceae";"Ascophyllum";"Ascophyllum nodosum";0,000259394058089505;0,0124509147882962;2;2
"944";"Plantae";"Tracheophyta";"Magnoliopsida";"Crassulaceae";"Bryophyllum/Kalanchoe";"Kalanchoe delagoensis/Bryophyllum houghtonii/Bryophyllum pinnatum";0,000259305829834946;0,0124466798320774;1;3
"957";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Eupatorium";"Eupatorium serotinum";0,000238110284472171;0,0114292936546642;1;18
"450";"Fungi";"Chytridiomycota";"Chytridiomycetes";"Insertae sedis";"Batrachochytrium";"Batrachochytrium dendrobatidis";0,00022843977342772;0,0109651091245306;4;4
"241";"Animalia";"Arthropoda";"Insecta";"Aleyrodidae";"Trialeurodes";"Trialeurodes vaporariorum";0,00022545205775564;0,0108216987722707;1;1
"500";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Vachellia";"Vachellia farnesiana";0,000224722148968255;0,0107866631504762;15;15
"71";"Animalia";"Chordata";"Mammalia";"Muridae";"Rattus";"Rattus exulans/Rattus rattus";0,00021459766413194;0,0103006878783331;1;1
"1131";"Plantae";"Tracheophyta";"Magnoliopsida";"Lamiaceae";"Plectranthus";"Plectranthus parviflorus";0,000207534610051016;0,00996166128244875;1;11
"506";"Plantae";"Tracheophyta";"Magnoliopsida";"Solanaceae";"Nicotiana";"Nicotiana glauca";0,00019921644311123;0,00956238926933905;21;21
"442";"Plantae";"Tracheophyta";"Liliopsida";"Iridaceae";"Crocosmia";"Crocosmia crocosmiiflora";0,000195373973569034;0,00937795073131363;1;1
"530";"Plantae";"Tracheophyta";"Liliopsida";"Asparagaceae";"Agave";"Agave sp.";0,000193279290984817;0,00927740596727123;11;11
"524";"Plantae";"Tracheophyta";"Liliopsida";"Cyperaceae";"Cyperus";"Cyperus alterniflorus";0,000189693726564414;0,00910529887509187;10;10
"718";"Plantae";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Acacia sp./Melaleuca quinquenervia/Brachiara sp.";0,000180504992015537;0,00866423961674578;1;1
"104";"Animalia";"Chordata";"Reptilia";"Teiidae";"Salvator";"Salvator merianae";0,000180020833333333;0,008641;1;1
"520";"Animalia";"Mollusca";"Gastropoda";"Ampullariidae";"Pomacea";"Pomacea spp.";0,000179235624433596;0,00860330997281263;10;10
"440";"Plantae";"Tracheophyta";"Magnoliopsida";"Asteraceae";"Senecio";"Senecio mikanioides";0,000164758248934191;0,00790839594884117;1;1
"268";"Animalia";"Chordata";"Actinopterygii";"Odontobutidae";"Perccottus";"Perccottus glenii";0,000152871511922138;0,00733783257226261;1;1
"594";"Animalia";"Arthropoda";"Insecta";"Dactylopiidae";"Dactylopius";"Dactylopius opuntiae";0,000150730848903721;0,0072350807473786;1;1
"422";"Animalia";"Arthropoda";"Malacostraca";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";0,000146658505232843;0,00703960825117648;1;1
"1113";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Acacia";"Acacia saligna/Acacia cyclops";0,000137362290063269;0,00659338992303693;7;7
"438";"Plantae";"Tracheophyta";"Liliopsida";"Poaceae";"Phyllostachys";"Phyllostachys spp.";0,00013547955072225;0,00650301843466801;1;1
"498";"Plantae";"Tracheophyta";"Liliopsida";"Asparagaceae";"Yucca";"Yucca aloifolia";0,000134323567831496;0,00644753125591179;19;19
"502";"Plantae";"Tracheophyta";"Magnoliopsida";"Basellaceae";"Anredera";"Anredera cordifolia";0,000132899601097073;0,00637918085265949;13;13
"938";"Plantae";"Tracheophyta";"Magnoliopsida";"Cactaceae";"Opuntia";"Diverse/Unspecified";0,000132800902288284;0,00637444330983762;1;11
"940";"Plantae";"Tracheophyta";"Magnoliopsida";"Cactaceae";"Opuntia";"Opuntia spp.";0,000132800902288284;0,00637444330983762;1;11
"1120";"Plantae";"Tracheophyta";"Magnoliopsida/Pinopsida";"Fabaceae/Pinaceae/Myrtaceae";"Eucalyptus/Acacia/Pinus";"Diverse/Unspecified";0,000128774749815965;0,00618118799116634;3;3
"950";"Plantae";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Carex strigosa";0,000123173256716887;0,00591231632241059;1;10
"710";"Animalia/Fungi";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Diverse/Unspecified";"Invasive ants/Austropuccinia psidii";0,000121986438152436;0,00585534903131691;1;1
"628";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabaceae";"Pueraria";"Pueraria phaseoloides";0,00012138602332079;0,00582652911939793;7;17
"454";"Animalia";"Chordata";"Actinopterygii";"Poeciliidae";"Gambusia";"Gambusia holbrooki";0,000119003860351314;0,00571218529686306;8;8
